index,longitude,latitude,std_geohash_code,std_geohash_diff,std_geohash_abs_diff,mbr_geohash_code,mbr_geohash_diff,mbr_geohash_abs_diff,hilbert_code,hilbert_diff,hilbert_abs_diff
49502,116.67354100,39.92271700,2034404977124146,-20541,20541,375503301893,-123435,123435,371303600549,67461,67461
49503,116.67246300,39.92270300,2034404977062479,-61667,61667,375503259011,-42882,42882,371303624552,24003,24003
49504,116.67136500,39.92269100,2034404976867158,-195321,195321,375502867882,-391129,391129,371303686997,62445,62445
49505,116.67026100,39.92265700,2034404976813448,-53710,53710,375502743130,-124752,124752,371303855967,168970,168970
49506,116.66914200,39.92260700,2034404976096258,-717190,717190,375501303348,-1439782,1439782,371303945006,89039,89039
49507,116.66804300,39.92253200,2034404976069391,-26867,26867,375501194201,-109147,109147,371304022685,77679,77679
49508,116.66695200,39.92246200,2034404976007272,-62119,62119,375500808467,-385734,385734,371304845624,822939,822939
49509,116.66587600,39.92239100,2034404975810519,-196753,196753,375500679384,-129083,129083,371304912412,66788,66788
49510,116.66479700,39.92232100,2034404975756724,-53795,53795,375500636720,-42664,42664,371304933770,21358,21358
49511,116.66371200,39.92225200,2034404972920570,-2836154,2836154,375494959088,-5677632,5677632,371299405834,-5527936,5527936
49512,116.66262800,39.92218700,2034404972899854,-20716,20716,375494835504,-123584,123584,371299238688,-167146,167146
49513,116.66152400,39.92212400,2034404972837178,-62676,62676,375494464721,-370783,370783,371299139097,-99591,99591
49514,116.66043100,39.92206400,2034404972651232,-185946,185946,375494335678,-129043,129043,371298972395,-166702,166702
49515,116.65934800,39.92200100,2034404972586836,-64396,64396,375492899711,-1435967,1435967,371298339050,-633345,633345
49516,116.65829200,39.92192700,2034404971869513,-717323,717323,375492858166,-41545,41545,371298359693,20643,20643
49517,116.65723700,39.92185400,2034404971843377,-26136,26136,375492729435,-128731,128731,371298203126,-156567,156567
49518,116.65620600,39.92178500,2034404971781520,-61857,61857,375492343865,-385570,385570,371298092685,-110441,110441
49519,116.65521900,39.92172300,2034404971595760,-185760,185760,375492234588,-109277,109277,371297913176,-179509,179509
49520,116.65429800,39.92168200,2034404971578145,-17615,17615,375402720713,-89513875,89513875,371317619079,19705903,19705903
49521,116.65344300,39.92165800,2034404971517697,-60448,60448,375402685716,-34997,34997,371317661460,42381,42381
49522,116.65267200,39.92164600,2034404960326828,-11190869,11190869,375402581307,-104409,104409,371317678892,17432,17432
49523,116.65193100,39.92162600,2034404960309704,-17124,17124,375402546958,-34349,34349,371317720587,41695,41695
49524,116.65125200,39.92160500,2034404960260457,-49247,49247,375402186144,-360814,360814,371318034256,313669,313669
49525,116.65070500,39.92175100,2034404960247047,-13410,13410,375402156715,-29429,29429,371318018390,-15866,15866
49526,116.65033900,39.92201400,2034404960249437,2390,2390,375402067496,-89219,89219,371317933844,-84546,84546
49527,116.65021100,39.92231700,2034404960272799,23362,23362,375402105522,38026,38026,371317917027,-16817,16817
49528,116.65032800,39.92267200,2034404960281843,9044,9044,375402112625,7103,7103,371317929827,12800,12800
49529,116.65044200,39.92303300,2034404960375300,93457,93457,375402117578,4953,4953,371317927205,-2622,2622
49530,116.65049000,39.92319200,2034404960377069,1769,1769,375402118757,1179,1179,371317926773,-432,432
49531,116.65050000,39.92318600,2034404960377075,6,6,375402118764,7,7,371317926776,3,3
49532,116.65050700,39.92318100,2034404960377076,1,1,375402118849,85,85,371317926699,-77,77
49533,116.65050700,39.92318100,2034404960377076,0,0,375402118849,0,0,371317926699,0,0
49534,116.65051000,39.92317900,2034404960377055,-21,21,375402118849,0,0,371317926699,0,0
49535,116.65050300,39.92336900,2034404960383227,6172,6172,375402119039,190,190,371317926506,-193,193
49536,116.65053000,39.92372800,2034404960408332,25105,25105,375402131172,12133,12133,371317871542,-54964,54964
49537,116.65061000,39.92418500,2034404960418859,10527,10527,375402222069,90897,90897,371317865391,-6151,6151
49538,116.65076900,39.92469600,2034404982797693,22378834,22378834,375405021680,2799611,2799611,371316557578,-1307813,1307813
49539,116.65085500,39.92496200,2034404982811349,13656,13656,375405023207,1527,1527,371316558492,914,914
49540,116.65087100,39.92495300,2034404982811436,87,87,375405028676,5469,5469,371316569446,10954,10954
49541,116.65086900,39.92495400,2034404982811436,0,0,375405028676,0,0,371316569446,0,0
49542,116.65086100,39.92495700,2034404982811434,-2,2,375405023212,-5464,5464,371316558488,-10958,10958
49543,116.65085800,39.92495800,2034404982811434,0,0,375405023212,0,0,371316558488,0,0
49544,116.65086400,39.92495600,2034404982811435,1,1,375405023214,2,2,371316558489,1,1
49545,116.65087000,39.92495400,2034404982811436,1,1,375405028676,5462,5462,371316569446,10957,10957
49546,116.65087000,39.92495400,2034404982811436,0,0,375405028676,0,0,371316569446,0,0
49547,116.65087300,39.92495200,2034404982811436,0,0,375405028678,2,2,371316569447,1,1
49548,116.65088500,39.92497700,2034404982811547,111,111,375405028699,21,21,371316569438,-9,9
49549,116.65093500,39.92511000,2034404982834014,22467,22467,375405031666,2967,2967,371316564129,-5309,5309
49550,116.65091300,39.92519900,2034404982835556,1542,1542,375405031831,165,165,371316564860,731,731
49551,116.65084900,39.92529700,2034404982835836,280,280,375405026980,-4851,4851,371316562934,-1926,1926
49552,116.65049300,39.92543600,2034404982829637,-6199,6199,375404936999,-89981,89981,371316539550,-23384,23384
49553,116.64991600,39.92563400,2034404982652450,-177187,177187,375404937292,293,293,371316523234,-16316,16316
49554,116.64920000,39.92588200,2034404982724942,72492,72492,375403507253,-1430039,1430039,371316429615,-93619,93619
49555,116.64836400,39.92618100,2034404982679519,-45423,45423,375403475174,-32079,32079,371316443703,14088,14088
49556,116.64750800,39.92648300,2034404982686559,7040,7040,375403371614,-103560,103560,371316273745,-169958,169958
49557,116.64666700,39.92677100,2034404981989510,-697049,697049,375403031456,-340158,340158,371315987706,-286039,286039
49558,116.64587200,39.92703400,2034404981931740,-57770,57770,375402997495,-33961,33961,371316006316,18610,18610
49559,116.64514800,39.92728700,2034404982267031,335291,335291,375402901746,-95749,95749,371316088993,82677,82677
49560,116.64450600,39.92751600,2034404982093429,-173602,173602,375402869949,-31797,31797,371316067521,-21472,21472
49561,116.64386900,39.92772800,2034404982079435,-13994,13994,375397277866,-5592083,5592083,371327406165,11338644,11338644
49562,116.64325800,39.92794600,2034404982097973,18538,18538,375397245798,-32068,32068,371327424631,18466,18466
49563,116.64270400,39.92814600,2034404982055383,-42590,42590,375397149995,-95803,95803,371327449366,24735,24735
49564,116.64233500,39.92816500,2034404982043111,-12272,12272,375397140408,-9587,9587,371327444044,-5322,5322
49565,116.64210500,39.92788100,2034404982032256,-10855,10855,375397116676,-23732,23732,371327489550,45506,45506
49566,116.64186000,39.92741700,2034404982005766,-26490,26490,375397096442,-20234,20234,371327481509,-8041,8041
49567,116.64154000,39.92683300,2034404978848311,-3157455,3157455,375396740031,-356411,356411,371327171648,-309861,309861
49568,116.64115100,39.92624300,2034404978802046,-46265,46265,375396686604,-53427,53427,371327186440,14792,14792
49569,116.64055700,39.92581800,2034404978786943,-15103,15103,375396650656,-35948,35948,371327197530,11090,11090
49570,116.63971100,39.92564800,2034404978638724,-148219,148219,375396549210,-101446,101446,371327009269,-188261,188261
49571,116.63875200,39.92561300,2034404978454359,-184365,184365,375395115575,-1433635,1433635,371326958380,-50889,50889
49572,116.63776700,39.92558900,2034404978436279,-18080,18080,375395074579,-40996,40996,371326927768,-30612,30612
49573,116.63686000,39.92557500,2034404978375132,-61147,61147,375394951845,-122734,122734,371326873951,-53817,53817
49574,116.63616200,39.92557800,2034404977670618,-704514,704514,375394591239,-360606,360606,371326030756,-843195,843195
49575,116.63583400,39.92559300,2034404977666551,-4067,4067,375394583057,-8182,8182,371326026003,-4753,4753
49576,116.63565300,39.92561800,2034404977655641,-10910,10910,375394560224,-22833,22833,371326047792,21789,21789
49577,116.63567000,39.92560700,2034404977666560,10919,10919,375394560191,-33,33,371326047808,16,16
49578,116.63567000,39.92560700,2034404977666560,0,0,375394560191,0,0,371326047808,0,0
49579,116.63567800,39.92560600,2034404977666564,4,4,375394560535,344,344,371326047676,-132,132
49580,116.63569200,39.92560400,2034404977666576,12,12,375394560564,29,29,371326047622,-54,54
49581,116.63544200,39.92562500,2034404977654558,-12018,12018,375394558025,-2539,2539,371326048973,1351,1351
49582,116.63502800,39.92565400,2034404977650371,-4187,4187,375394461946,-96079,96079,371325975717,-73256,73256
49583,116.63463100,39.92568800,2034404977602559,-47812,47812,375394453760,-8186,8186,371325962154,-13563,13563
49584,116.63421100,39.92570900,2034404977677578,75019,75019,375394427303,-26457,26457,371325958644,-3510,3510
49585,116.63382200,39.92572800,2034404977673322,-4256,4256,375372049339,-22377964,22377964,371331513422,5554778,5554778
49586,116.63362600,39.92574200,2034404977672327,-995,995,375372047253,-2086,2086,371331510911,-2511,2511
49587,116.63363000,39.92574000,2034404977672338,11,11,375372047254,1,1,371331510909,-2,2
49588,116.63362900,39.92574000,2034404977672338,0,0,375372047254,0,0,371331510909,0,0
49589,116.63362900,39.92574000,2034404977672338,0,0,375372047254,0,0,371331510909,0,0
49590,116.63362900,39.92574000,2034404977672338,0,0,375372047254,0,0,371331510909,0,0
49591,116.63363000,39.92574000,2034404977672338,0,0,375372047254,0,0,371331510909,0,0
49592,116.63353000,39.92573200,2034404977497387,-174951,174951,375372046643,-611,611,371331511176,267,267
49593,116.63345500,39.92567700,2034404977409703,-87684,87684,375372040829,-5814,5814,371331510081,-1095,1095
49594,116.63343500,39.92554300,2034404977409056,-647,647,375372029789,-11040,11040,371331529467,19386,19386
49595,116.63343000,39.92544400,2034404977406813,-2243,2243,375372029714,-75,75,371331529233,-234,234
49596,116.63346200,39.92527400,2034404977401369,-5444,5444,375372029568,-146,146,371331529024,-209,209
49597,116.63354300,39.92504800,2034404977399184,-2185,2185,375372034193,4625,4625,371331517139,-11885,11885
49598,116.63355900,39.92475400,2034404977374999,-24185,24185,375372031118,-3075,3075,371331521761,4622,4622
49599,116.63351300,39.92459000,2034404977368670,-6329,6329,375372030045,-1073,1073,371331521265,-496,496
49600,116.63350900,39.92458400,2034404977368659,-11,11,375372030038,-7,7,371331521277,12,12
49601,116.63350900,39.92458200,2034404977368659,0,0,375372030038,0,0,371331521277,0,0
49602,116.63350900,39.92458200,2034404977368659,0,0,375372030038,0,0,371331521277,0,0
49603,116.63350900,39.92458200,2034404977368659,0,0,375372030038,0,0,371331521277,0,0
49604,116.63351000,39.92458000,2034404977368662,3,3,375372030038,0,0,371331521277,0,0
49605,116.63350800,39.92457000,2034404977368315,-347,347,375372030035,-3,3,371331521272,-5,5
49606,116.63356500,39.92439200,2034404977366504,-1811,1811,375369233888,-2796147,2796147,371345499578,13978306,13978306
49607,116.63363700,39.92410500,2034404955169425,-22197079,22197079,375369233310,-578,578,371345498739,-839,839
49608,116.63372400,39.92367300,2034404955160980,-8445,8445,375369231525,-1785,1785,371345502815,4076,4076
49609,116.63380500,39.92313100,2034404955130907,-30073,30073,375369219749,-11776,11776,371345507317,4502,4502
49610,116.63375300,39.92252900,2034404955032397,-98510,98510,375369214809,-4940,4940,371345521911,14594,14594
49611,116.63381500,39.92199300,2034404955006140,-26257,26257,375369169916,-44893,44893,371345526440,4529,4529
49612,116.63384100,39.92159500,2034404954997861,-8279,8279,375391536223,22366307,22366307,371325846778,-19679662,19679662
49613,116.63387900,39.92119000,2034404954640262,-357599,357599,375391524319,-11904,11904,371325845424,-1354,1354
49614,116.63396000,39.92080800,2034404954618371,-21891,21891,375391523726,-593,593,371325842145,-3279,3279
49615,116.63405600,39.92046200,2034404954610439,-7932,7932,375391522025,-1701,1701,371325837847,-4298,4298
49616,116.63412900,39.92010100,2034404954520745,-89694,89694,375391346679,-175346,175346,371324967590,-870257,870257
49617,116.63392800,39.91980100,2034404954509176,-11569,11569,375391343474,-3205,3205,371324965579,-2011,2011
49618,116.63357900,39.91944600,2034404954308452,-200724,200724,375368967598,-22375876,22375876,371345602043,20636464,20636464
49619,116.63306300,39.91902100,2034404954294628,-13824,13824,375368935552,-32046,32046,371345642730,40687,40687
49620,116.63258200,39.91851600,2034404952879145,-1415483,1415483,375368913043,-22509,22509,371345633400,-9330,9330
49621,116.63208000,39.91802700,2034404952800399,-78746,78746,375368812647,-100396,100396,371345704052,70652,70652
49622,116.63153800,39.91764200,2034404952776030,-24369,24369,375368735702,-76945,76945,371345743511,39459,39459
49623,116.63095900,39.91736100,2034404952680878,-95152,95152,375368377721,-357981,357981,371344908237,-835274,835274
49624,116.63038500,39.91714200,2034404773717053,-178963825,178963825,375368345103,-32618,32618,371344923914,15677,15677
49625,116.62994200,39.91699800,2034404773697946,-19107,19107,375368248206,-96897,96897,371344850657,-73257,73257
49626,116.62978900,39.91694800,2034404773694792,-3154,3154,375368246002,-2204,2204,371344849825,-832,832
49627,116.62974800,39.91691400,2034404773693344,-1448,1448,375368245858,-144,144,371344849787,-38,38
49628,116.62970600,39.91690500,2034404773693128,-216,216,375368245429,-429,429,371344849637,-150,150
49629,116.62948900,39.91679900,2034404773691432,-1696,1696,375368228167,-17262,17262,371344856046,6409,6409
49630,116.62906100,39.91655300,2034404773619584,-71848,71848,375368200692,-27475,27475,371344810404,-45642,45642
49631,116.62853600,39.91628500,2034404773599356,-20228,20228,375366790494,-1410198,1410198,371344800091,-10313,10313
49632,116.62791400,39.91599600,2034404773067588,-531768,531768,375366756816,-33678,33678,371344742170,-57921,57921
49633,116.62722400,39.91569900,2034404773043142,-24446,24446,375365957609,-799207,799207,371343429271,-1312899,1312899
49634,116.62637900,39.91542300,2034404772988280,-54862,54862,375365917545,-40064,40064,371343488125,58854,58854
49635,116.62548400,39.91515800,2034404772946737,-41543,41543,375365551460,-366085,366085,371343503326,15201,15201
49636,116.62446600,39.91498000,2034404772223818,-722919,722919,375365422745,-128715,128715,371343723485,220159,220159
49637,116.62341100,39.91478700,2034404772168111,-55707,55707,375359793364,-5629381,5629381,371342359740,-1363745,1363745
49638,116.62243900,39.91447800,2034404771885942,-282169,282169,375359741036,-52328,52328,371342324344,-35396,35396
49639,116.62154700,39.91406200,2034404771857856,-28086,28086,375359614819,-126217,126217,371342252760,-71584,71584
49640,116.62075300,39.91353700,2034404771777592,-80264,80264,375359207279,-407540,407540,371342116058,-136702,136702
49641,116.62008100,39.91290700,2034404766158358,-5619234,5619234,375359170307,-36972,36972,371342145026,28968,28968
49642,116.61948500,39.91220000,2034404763323831,-2834527,2834527,375359058908,-111399,111399,371341943448,-201578,201578
49643,116.61896000,39.91151400,2034404763212211,-111620,111620,375359023705,-35203,35203,371341934429,-9019,9019
49644,116.61846000,39.91083200,2034404763131368,-80843,80843,375358834169,-189536,189536,371341903277,-31152,31152
49645,116.61797100,39.91015300,2034404762765819,-365549,365549,375357414643,-1419526,1419526,371341578760,-324517,324517
49646,116.61736800,39.90946100,2034404762717433,-48386,48386,375357377383,-37260,37260,371341528284,-50476,50476
49647,116.61675100,39.90886500,2034404762439662,-277771,277771,375357234073,-143310,143310,371341440221,-88063,88063
49648,116.61604200,39.90838500,2034404762398009,-41653,41653,375357196787,-37286,37286,371341453218,12997,12997
49649,116.61521700,39.90797500,2034404762338258,-59751,59751,375356822739,-374048,374048,371341383218,-70000,70000
49650,116.61422900,39.90768200,2034404760222735,-2115523,2115523,375356698724,-124015,124015,371341320310,-62908,62908
49651,116.61319000,39.90749900,2034404760200198,-22537,22537,374998740793,-357957931,357957931,370614295085,-727025225,727025225
49652,116.61213500,39.90733500,2034404760131929,-68269,68269,374998699041,-41752,41752,370614274065,-21020,21020
49653,116.61110000,39.90716100,2034404759945560,-186369,186369,374998573689,-125352,125352,370614211399,-62666,62666
49654,116.61005900,39.90699500,2034404759861582,-83978,83978,374987019625,-11554064,11554064,370603212759,-10998640,10998640
49655,116.60902100,39.90684200,2034404759839081,-22501,22501,374986890901,-128724,128724,370603439061,226302,226302
49656,116.60796000,39.90672400,2034404748630789,-11208292,11208292,374985455971,-1434930,1434930,370603460568,21507,21507
49657,116.60691900,39.90668200,2034404748577153,-53636,53636,374985413432,-42539,42539,370603522182,61614,61614
49658,116.60587900,39.90676100,2034404748384895,-192258,192258,374985290110,-123322,123322,370603543489,21307,21307
49659,116.60482100,39.90694600,2034404748370630,-14265,14265,374984900389,-389721,389721,370604425397,881908,881908
49660,116.60383000,39.90723600,2034404748333483,-37147,37147,374995978686,11078297,11078297,370612956611,8531214,8531214
49661,116.60285900,39.90755000,2034404747633112,-700371,700371,374990351853,-5626833,5626833,370612892571,-64040,64040
49662,116.60190200,39.90780600,2034404747574985,-58127,58127,374990313963,-37890,37890,370612870590,-21981,21981
49663,116.60094900,39.90797300,2034404748953538,1378553,1378553,374990192210,-121753,121753,370612644699,-225891,225891
49664,116.59996800,39.90806900,2034404748773515,-180023,180023,374989823464,-368746,368746,370612622228,-22471,22471
49665,116.59891000,39.90809800,2034404748709712,-63803,63803,374989699045,-124419,124419,370612561589,-60639,60639
49666,116.59781800,39.90812100,2034404745895712,-2814000,2814000,374989657436,-41609,41609,370612540754,-20835,20835
49667,116.59676400,39.90815000,2034404745875160,-20552,20552,374988229123,-1428313,1428313,370609087912,-3452842,3452842
49668,116.59572100,39.90817100,2034404745813737,-61423,61423,374988105746,-123377,123377,370608995345,-92567,92567
49669,116.59464200,39.90819200,2034404745634824,-178913,178913,374987735196,-370550,370550,370608908920,-86425,86425
49670,116.59360700,39.90821700,2034404745572733,-62091,62091,374987606753,-128443,128443,370608738233,-170687,170687
49671,116.59257500,39.90824600,2034404745552373,-20360,20360,374965201146,-22405607,22405607,370631065103,22326870,22326870
49672,116.59155900,39.90828100,2034404744836617,-715756,715756,374965160227,-40919,40919,370631101874,36771,36771
49673,116.59055400,39.90830700,2034404744783422,-53195,53195,374965035954,-124273,124273,370631168713,66839,66839
49674,116.58959600,39.90833700,2034404744591271,-192151,192151,374964667325,-368629,368629,370631321667,152954,152954
49675,116.58875500,39.90836200,2034404744575255,-16016,16016,374964546414,-120911,120911,370631392473,70806,70806
49676,116.58797500,39.90838600,2034404744525881,-49374,49374,374964511729,-34685,34685,370631430819,38346,38346
49677,116.58710100,39.90840500,2034404744506502,-19379,19379,374963096061,-1415668,1415668,370632109481,678662,678662
49678,116.58617100,39.90842600,2034404699749811,-44756691,44756691,374962974246,-121815,121815,370632178615,69134,69134
49679,116.58519200,39.90844800,2034404699696982,-52829,52829,374962933272,-40974,40974,370632215452,36837,36837
49680,116.58416900,39.90847400,2034404699679272,-17710,17710,374962547773,-385499,385499,370632415275,199823,199823
49681,116.58307500,39.90851200,2034404699484082,-195190,195190,374962439408,-108365,108365,370632435210,19935,19935
49682,116.58197900,39.90856400,2034404699444330,-39752,39752,374956805900,-5633508,5633508,370635251874,2816664,2816664
49683,116.58093000,39.90865400,2034404698736272,-708058,708058,374956682584,-123316,123316,370635323742,71868,71868
49684,116.57992200,39.90876400,2034404698676448,-59824,59824,374956643011,-39573,39573,370635372840,49098,49098
49685,116.57889800,39.90889100,2034404698661985,-14463,14463,374956257762,-385249,385249,370635563451,190611,190611
49686,116.57786500,39.90900700,2034404698470089,-191896,191896,374956151828,-105934,105934,370635576982,13531,13531
49687,116.57683200,39.90913200,2034404698418754,-51335,51335,374954712857,-1438971,1438971,370636296349,719367,719367
49688,116.57579700,39.90925800,2034404695692437,-2726317,2726317,374954633253,-79604,79604,370636444703,148354,148354
49689,116.57474700,39.90934400,2034404695672453,-19984,19984,374954590814,-42439,42439,370636424017,-20686,20686
49690,116.57367800,39.90938900,2034404695611730,-60723,60723,374954199981,-390833,390833,370636533497,109480,109480
49691,116.57264000,39.90939600,2034404695427405,-184325,184325,374954076944,-123037,123037,370636701242,167745,167745
49692,116.57159700,39.90937300,2034404695364584,-62821,62821,374864578817,-89498127,89498127,370658962691,22261449,22261449
49693,116.57053800,39.90930100,2034404695343877,-20707,20707,374864453859,-124958,124958,370658898104,-64587,64587
49694,116.56947600,39.90919200,2034404694538993,-804884,804884,374864019416,-434443,434443,370658749086,-149018,149018
49695,116.56842200,39.90906200,2034404694485088,-53905,53905,374863977680,-41736,41736,370658728122,-20964,20964
49696,116.56740900,39.90893700,2034404694290663,-194425,194425,374863852542,-125138,125138,370658658305,-69817,69817
49697,116.56643400,39.90882100,2034404694264638,-26025,26025,374862435234,-1417308,1417308,370655213819,-3444486,3444486
49698,116.56545100,39.90871000,2034404694202716,-61922,61922,374862312071,-123163,123163,370655142214,-71605,71605
49699,116.56441500,39.90862200,2034404683006809,-11195907,11195907,374862267851,-44220,44220,370655121292,-20922,20922
49700,116.56333100,39.90859400,2034404682944935,-61874,61874,374861877019,-390832,390832,370655060126,-61166,61166
49701,116.56228300,39.90856300,2034404682924330,-20605,20605,374861753614,-123405,123405,370654892449,-167677,167677
49702,116.56126400,39.90851600,2034404682709932,-214398,214398,374856140496,-5613118,5613118,370654809370,-83079,83079
49703,116.56019400,39.90848200,2034404682656453,-53479,53479,374856016970,-123526,123526,370654714949,-94421,94421
49704,116.55913100,39.90845400,2034404681939482,-716971,716971,374855625915,-391055,391055,370653894852,-820097,820097
49705,116.55806700,39.90842900,2034404681874940,-64542,64542,374855583396,-42519,42519,370653916510,21658,21658
49706,116.55696200,39.90842600,2034404681854370,-20570,20570,374855459844,-123552,123552,370653820582,-95928,95928
49707,116.55585900,39.90840800,2034404681661580,-192790,192790,374854019445,-1440399,1440399,370653756751,-63831,63831
49708,116.55476100,39.90839500,2034404681607572,-54008,54008,374853911004,-108441,108441,370653561618,-195133,195133
49709,116.55366000,39.90837100,2034404678793290,-2814282,2814282,374853519855,-391149,391149,370653497146,-64472,64472
49710,116.55257500,39.90835100,2034404678727678,-65612,65612,374853395307,-124548,124548,370653403260,-93886,93886
49711,116.55147700,39.90832600,2034404678707086,-20592,20592,374830984116,-22411191,22411191,370698196590,44793330,44793330
49712,116.55037200,39.90830900,2034404678514320,-192766,192766,374830942480,-41636,41636,370698217232,20642,20642
49713,116.54931200,39.90829400,2034404678460278,-54042,54042,374830817702,-124778,124778,370698123767,-93465,93465
49714,116.54831500,39.90826800,2034404677744144,-716134,716134,374830448767,-368935,368935,370698037994,-85773,85773
49715,116.54730100,39.90825700,2034404677723325,-20819,20819,374830320374,-128393,128393,370697867175,-170819,170819
49716,116.54629800,39.90824200,2034404677661914,-61411,61411,374828886648,-1433726,1433726,370697813830,-53345,53345
49717,116.54530600,39.90823900,2034404677477773,-184141,184141,374828845648,-41000,41000,370697782768,-31062,31062
49718,116.54430700,39.90824000,2034404677416395,-61378,61378,374828722386,-123262,123262,370697731635,-51133,51133
49719,116.54326900,39.90826100,2034404677395903,-20492,20492,374828352222,-370164,370164,370696880563,-851072,851072
49720,116.54221000,39.90826900,2034403961550596,-715845307,715845307,374828228821,-123401,123401,370696829503,-51060,51060
49721,116.54116200,39.90829000,2034403961497205,-53391,53391,374822595374,-5633447,5633447,370696721595,-107908,107908
49722,116.54008300,39.90830000,2034403961304636,-192569,192569,374822553863,-41511,41511,370696744198,22603,22603
49723,116.53900800,39.90832700,2034403961283547,-21089,21089,374822429086,-124777,124777,370696575859,-168339,168339
49724,116.53795400,39.90832700,2034403961222091,-61456,61456,374822038422,-390664,390664,370696486615,-89244,89244
49725,116.53689500,39.90838700,2034403960514861,-707230,707230,374821931385,-107037,107037,370696398797,-87818,87818
49726,116.53582200,39.90839400,2034403960453231,-61630,61630,374820496214,-1435171,1435171,370692952663,-3446134,3446134
49727,116.53474500,39.90840100,2034403960432774,-20457,20457,374820367325,-128889,128889,370692898457,-54206,54206
49728,116.53366700,39.90841900,2034403960237540,-195234,195234,374820326433,-40892,40892,370692868113,-30344,30344
49729,116.53263700,39.90840500,2034403960176070,-61470,61470,374819939199,-387234,387234,370692813504,-54609,54609
49730,116.53161300,39.90841300,2034403957370319,-2805751,2805751,374819832970,-106229,106229,370692621391,-192113,192113
49731,116.53060300,39.90843200,2034403957308924,-61395,61395,369093174284,-5726658686,5726658686,368041729032,-2650892359,2650892359
49732,116.52957800,39.90844600,2034403957288791,-20133,20133,369093045816,-128468,128468,368041564462,-164570,164570
49733,116.52854000,39.90844400,2034403957096278,-192513,192513,369093004432,-41384,41384,368041583312,18850,18850
49734,116.52745500,39.90843900,2034403957042960,-53318,53318,369092617733,-386699,386699,368041490181,-93131,93131
49735,116.52636200,39.90842500,2034403956325602,-717358,717358,369092488745,-128988,128988,368041425853,-64328,64328
49736,116.52528900,39.90843800,2034403956305408,-20194,20194,369091070983,-1417762,1417762,368037955596,-3470257,3470257
49737,116.52423300,39.90843600,2034403956242927,-62481,62481,369090946221,-124762,124762,368037902067,-53529,53529
49738,116.52315600,39.90845200,2034403956058892,-184035,184035,369090555537,-390684,390684,368037794777,-107290,107290
49739,116.52209200,39.90840100,2034403955996882,-62010,62010,369090513269,-42268,42268,368037817701,22924,22924
49740,116.52102800,39.90830300,2034403955974713,-22169,22169,369090388743,-124526,124526,368037648548,-169153,169153
49741,116.52002300,39.90814900,2034403944766156,-11208557,11208557,369084776579,-5612164,5612164,368037560386,-88162,88162
49742,116.51905300,39.90795700,2034403944710969,-55187,55187,369084642500,-134079,134079,368037520516,-39870,39870
49743,116.51808700,39.90776400,2034403943120393,-1590576,1590576,369084600634,-41866,41866,368037501317,-19199,19199
49744,116.51712500,39.90756200,2034403943097588,-22805,22805,369084212688,-387946,387946,368036623664,-877653,877653
49745,116.51614700,39.90736900,2034403943030208,-67380,67380,369084105779,-106909,106909,368036603528,-20136,20136
49746,116.51517100,39.90721200,2034403942322318,-707890,707890,369082671375,-1434404,1434404,368036542880,-60648,60648
49747,116.51421700,39.90698600,2034403942279426,-42892,42892,369071445346,-11226029,11226029,368057581523,21038643,21038643
49748,116.51320500,39.90678900,2034403942210469,-68957,68957,369071316641,-128705,128705,368057602395,20872,20872
49749,116.51214200,39.90671000,2034403942025459,-185010,185010,369070930368,-386273,386273,368058486144,883749,883749
49750,116.51109300,39.90670400,2034403941964001,-61458,61458,369070822207,-108161,108161,368058505344,19200,19200
49751,116.51006000,39.90670800,2034403941943523,-20478,20478,369048416669,-22405538,22405538,368058567537,62193,62193
49752,116.50900600,39.90672400,2034403939129872,-2813651,2813651,369048288193,-128476,128476,368058633857,66320,66320
49753,116.50795800,39.90673800,2034403939076619,-53253,53253,369048246725,-41468,41468,368058654095,20238,20238
49754,116.50690700,39.90674700,2034403938881393,-195226,195226,369047860088,-386637,386637,368059533540,879445,879445
49755,116.50587700,39.90674600,2034403938819953,-61440,61440,369047753170,-106918,106918,368059554099,20559,20559
49756,116.50488400,39.90675500,2034403938802232,-17721,17721,369046319473,-1433697,1433697,368059615563,61464,61464
49757,116.50392800,39.90676500,2034403938093956,-708276,708276,369046278524,-40949,40949,368059636034,20471,20471
49758,116.50293400,39.90676100,2034403938032490,-61466,61466,369046155604,-122920,122920,368059861334,225300,225300
49759,116.50190900,39.90677500,2034403938012105,-20385,20385,369045764981,-390623,390623,368059934405,73071,73071
49760,116.50089300,39.90677800,2034403937819608,-192497,192497,369045658760,-106221,106221,368059955436,21031,21031
49761,116.49988900,39.90677300,2034403937767043,-52565,52565,369040030045,-5628715,5628715,368073943025,13987589,13987589
49762,116.49885600,39.90677600,2034403893010056,-44756987,44756987,369039987573,-42472,42472,368073962085,19060,19060
49763,116.49784300,39.90678300,2034403892989583,-20473,20473,369039864970,-122603,122603,368074026597,64512,64512
49764,116.49682600,39.90680100,2034403892928188,-61395,61395,369039496196,-368774,368774,368074047148,20551,20551
49765,116.49577400,39.90680500,2034403892743854,-184334,184334,369039367343,-128853,128853,368074273520,226372,226372
49766,116.49470200,39.90682800,2034403892687182,-56672,56672,369037932188,-1435155,1435155,368074296690,23170,23170
49767,116.49365200,39.90683900,2034403892666678,-20504,20504,369037890711,-41477,41477,368074357972,61282,61282
